GPSpt,Treated,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
128,Yes,20151205,940,Woodland Kingfisher,2,0,2,none
128,Yes,20151205,940,Emerald-spotted Wood Dove,2,0,2,none
128,Yes,20151205,940,Yellow-fronted Canary,2,0,2,none
128,Yes,20151205,940,Golden-breasted Bunting,1,0,1,none
128,Yes,20151205,940,Fork-tailed Drongo,1,0,1,none
128,Yes,20151205,940,Scarlet-chested Sunbird,1,0,1,visiting nest
128,Yes,20151205,940,African Paradise Flycatcher,1,0,1,none
128,Yes,20151205,940,Cape Turtle Dove,1,0,1,none
128,Yes,20151212,616,Black-headed Oriole,0,1,1,none
128,Yes,20151212,616,Rattling Cisticola,0,1,1,none
128,Yes,20151212,616,Southern Black Tit,3,0,3,none
128,Yes,20151212,616,Emerald-spotted Wood Dove,2,0,2,none
128,Yes,20151212,616,Dark-capped Bulbul,2,0,2,none
128,Yes,20151212,616,Scarlet-chested Sunbird,2,0,2,none
128,Yes,20151212,616,Woodland Kingfisher,1,0,1,none
128,Yes,20151212,616,African Paradise Flycatcher,1,0,1,none
128,Yes,20151212,616,White-bellied Sunbird,1,0,1,none
128,Yes,20151212,616,Black Cuckooshrike,1,0,1,none
128,Yes,20151212,616,Kurrichane Thrush,1,0,1,none
128,Yes,20151212,616,Burchells Coucal,1,0,1,none
128,Yes,20151212,616,Chinspot Batis,1,0,1,none
128,Yes,20151212,616,Bearded Woodpecker,1,0,1,none
128,Yes,20151212,616,Orange-breasted Bushshrike,1,0,1,none
128,Yes,20151212,830,Emerald-spotted Wood Dove,1,1,2,none
128,Yes,20151212,830,Black-headed Oriole,0,1,1,none
128,Yes,20151212,830,Burchells Coucal,0,1,1,none
128,Yes,20151212,830,Black-backed Puffback,0,1,1,none
128,Yes,20151212,830,African Paradise Flycatcher,0,1,1,none
128,Yes,20151212,830,Orange-breasted Bushshrike,0,1,1,none
128,Yes,20151212,830,Dark-capped Bulbul,2,0,2,none
128,Yes,20151212,830,White-bellied Sunbird,1,0,1,none
128,Yes,20151212,830,Scarlet-chested Sunbird,1,0,1,none
128,Yes,20151212,830,Bateleur,1,0,1,none
128,Yes,20151212,830,Yellow-fronted Canary,1,0,1,none
126,No,20151023,542,Emerald-spotted Wood Dove,0,2,2,none
126,No,20151023,542,African Goshawk,0,1,1,none
126,No,20151023,542,Eastern Nicator,0,1,1,none
126,No,20151023,542,Orange-breasted Bushshrike,0,1,1,none
126,No,20151023,542,Rattling Cisticola,0,1,1,none
126,No,20151023,542,Red-eyed Dove,0,1,1,none
126,No,20151023,542,African Green Pigeon,0,1,1,none
126,No,20151023,542,Black-backed Puffback,0,1,1,none
126,No,20151023,542,Southern Black Tit,4,0,4,none
126,No,20151023,542,Fork-tailed Drongo,4,0,4,none
126,No,20151023,542,Dark-capped Bulbul,2,0,2,none
126,No,20151023,542,Black-headed Oriole,1,0,1,none
126,No,20151023,542,Purple-banded Sunbird,1,0,1,none
126,No,20151023,715,Rattling Cisticola,0,2,2,none
126,No,20151023,715,Bearded Woodpecker,0,2,2,none
126,No,20151023,715,Dark-capped Bulbul,2,1,3,none
126,No,20151023,715,Red-eyed Dove,0,1,1,none
126,No,20151023,715,Orange-breasted Bushshrike,0,1,1,none
126,No,20151023,715,Black-headed Oriole,0,1,1,none
126,No,20151023,715,Red-chested Cuckoo,0,1,1,none
126,No,20151023,715,Long-billed Crombec,0,1,1,none
126,No,20151023,715,Black-backed Puffback,0,1,1,none
126,No,20151023,715,Sombre Greenbul,0,1,1,none
126,No,20151023,715,Southern Black Tit,3,0,3,none
126,No,20151023,715,Emerald-spotted Wood Dove,2,0,2,none
126,No,20151101,539,Dark-capped Bulbul,2,1,3,none
126,No,20151101,539,Common Scimitarbill,1,1,2,none
126,No,20151101,539,Black-headed Oriole,0,1,1,none
126,No,20151101,539,Red-eyed Dove,0,1,1,none
126,No,20151101,539,Green-backed Camaroptera,0,1,1,none
126,No,20151101,539,Burchells Coucal,0,1,1,none
126,No,20151101,539,African Green Pigeon,0,1,1,none
126,No,20151101,539,Cardinal Woodpecker,0,1,1,none
126,No,20151101,539,Orange-breasted Bushshrike,0,1,1,none
126,No,20151101,539,Sombre Greenbul,0,1,1,none
126,No,20151101,539,Yellow-fronted Canary,3,0,3,none
126,No,20151101,539,Emerald-spotted Wood Dove,2,0,2,none
126,No,20151101,539,African Paradise Flycatcher,2,0,2,none
126,No,20151101,539,White-crested Helmetshrike,2,0,2,none
126,No,20151101,539,Southern Black Tit,2,0,2,none
126,No,20151101,539,Chinspot Batis,2,0,2,none
126,No,20151101,539,Kurrichane Thrush,2,0,2,none
126,No,20151101,539,White-browed Scrub Robin,1,0,1,none
126,No,20151101,539,Yellow-breasted Apalis,1,0,1,none
126,No,20151101,539,Golden-breasted Bunting,1,0,1,none
126,No,20151101,703,Dark-capped Bulbul,1,2,3,none
126,No,20151101,703,Fork-tailed Drongo,1,2,3,none
126,No,20151101,703,African Paradise Flycatcher,1,1,2,none
126,No,20151101,703,White-browed Scrub Robin,0,1,1,none
126,No,20151101,703,Kurrichane Thrush,0,1,1,none
126,No,20151101,703,Burchells Coucal,0,1,1,none
126,No,20151101,703,Southern Black Tit,0,1,1,none
126,No,20151101,703,Emerald-spotted Wood Dove,0,1,1,none
126,No,20151101,703,White-bellied Sunbird,0,1,1,none
126,No,20151101,703,Common Scimitarbill,0,1,1,none
126,No,20151101,703,Red-eyed Dove,0,1,1,none
126,No,20151101,703,Golden-breasted Bunting,0,1,1,none
126,No,20151101,703,Grey Tit-Flycatcher,2,0,2,none
126,No,20151101,703,Yellow-fronted Canary,1,0,1,none
126,No,20151101,703,Cardinal Woodpecker,1,0,1,none
126,No,20151101,703,Black Cuckooshrike,1,0,1,none
126,No,20151109,530,Emerald-spotted Wood Dove,1,2,3,none
126,No,20151109,530,Burchells Coucal,0,1,1,none
126,No,20151109,530,Chinspot Batis,0,1,1,none
126,No,20151109,530,Southern Black Tit,2,0,2,none
126,No,20151109,530,Violet-backed Starling,2,0,2,none
126,No,20151109,530,Black Cuckooshrike,1,0,1,none
126,No,20151109,530,Eastern Nicator,1,0,1,none
126,No,20151109,530,Dark-capped Bulbul,1,0,1,none
126,No,20151109,530,Green-backed Camaroptera,1,0,1,none
126,No,20151109,530,Kurrichane Thrush,1,0,1,none
126,No,20151109,530,Sombre Greenbul,1,0,1,none
126,No,20151109,530,Black-headed Oriole,1,0,1,none
126,No,20151109,803,Black-backed Puffback,1,1,2,none
126,No,20151109,803,Emerald-spotted Wood Dove,0,1,1,none
126,No,20151109,803,White-bellied Sunbird,0,1,1,none
126,No,20151109,803,Golden-breasted Bunting,0,1,1,none
126,No,20151109,803,Black-crowned Tchagra,0,1,1,none
126,No,20151109,803,Chinspot Batis,2,0,2,none
126,No,20151109,803,African Paradise Flycatcher,1,0,1,none
126,No,20151109,803,Rattling Cisticola,1,0,1,none
126,No,20151109,803,Kurrichane Thrush,1,0,1,none
126,No,20151109,803,Black Cuckooshrike,1,0,1,none
126,No,20151109,803,Orange-breasted Bushshrike,1,0,1,none
126,No,20151109,803,Sombre Greenbul,1,0,1,none
126,No,20151126,611,Kurrichane Thrush,0,1,1,none
126,No,20151126,611,Emerald-spotted Wood Dove,2,0,2,none
126,No,20151126,611,Chinspot Batis,2,0,2,none
126,No,20151126,611,Red-headed Weaver,2,0,2,nest building
126,No,20151126,611,Helmeted Guineafowl,2,0,2,none
126,No,20151126,611,African Paradise Flycatcher,2,0,2,none
126,No,20151126,611,Black-headed Oriole,1,0,1,none
126,No,20151126,611,Black-backed Puffback,1,0,1,none
126,No,20151126,611,Orange-breasted Bushshrike,1,0,1,none
126,No,20151126,611,White-bellied Sunbird,1,0,1,none
126,No,20151126,611,Bearded Woodpecker,1,0,1,none
126,No,20151126,611,White-crested Helmetshrike,1,0,1,none
126,No,20151126,611,White-browed Scrub Robin,1,0,1,none
126,No,20151126,611,Burchells Coucal,1,0,1,none
126,No,20151126,611,Golden-breasted Bunting,1,0,1,none
126,No,20151126,611,Blue Waxbill,1,0,1,none
126,No,20151126,752,Common Swift,1,5,6,none
126,No,20151126,752,Emerald-spotted Wood Dove,1,1,2,none
126,No,20151126,752,Sombre Greenbul,0,1,1,none
126,No,20151126,752,Barn Swallow,4,0,4,none
126,No,20151126,752,Red-headed Weaver,3,0,3,nest building
126,No,20151126,752,White-backed Vulture,3,0,3,none
126,No,20151126,752,Green Wood-Hoopoe,3,0,3,none
126,No,20151126,752,African Paradise Flycatcher,2,0,2,none
126,No,20151126,752,Cape Glossy Starling,2,0,2,none
126,No,20151126,752,Chinspot Batis,2,0,2,none
126,No,20151126,752,Little Swift,2,0,2,none
126,No,20151126,752,Rattling Cisticola,1,0,1,none
126,No,20151126,752,White-bellied Sunbird,1,0,1,none
126,No,20151126,752,Blue Waxbill,1,0,1,none
126,No,20151126,752,Green-backed Camaroptera,1,0,1,none
126,No,20151126,752,Black-backed Puffback,1,0,1,none
126,No,20151126,752,Eastern Nicator,1,0,1,none
126,No,20151126,752,Kurrichane Thrush,1,0,1,none
126,No,20151206,625,Yellow-breasted Apalis,0,2,2,none
126,No,20151206,625,Emerald-spotted Wood Dove,2,1,3,none
126,No,20151206,625,Orange-breasted Bushshrike,0,1,1,none
126,No,20151206,625,Sombre Greenbul,0,1,1,none
126,No,20151206,625,Black Cuckooshrike,0,1,1,none
126,No,20151206,625,Purple-crested Turaco,0,1,1,none
126,No,20151206,625,White-crested Helmetshrike,3,0,3,none
126,No,20151206,625,Fork-tailed Drongo,2,0,2,none
126,No,20151206,625,African Paradise Flycatcher,2,0,2,none
126,No,20151206,625,Dark-capped Bulbul,2,0,2,none
126,No,20151206,625,White-bellied Sunbird,2,0,2,none
126,No,20151206,625,Southern Black Tit,2,0,2,none
126,No,20151206,625,Black-headed Oriole,1,0,1,none
126,No,20151206,625,African Green Pigeon,1,0,1,none
126,No,20151206,625,Yellow-throated Petronia,1,0,1,none
126,No,20151206,625,Grey Tit-Flycatcher,1,0,1,none
126,No,20151206,625,Willow Warbler,1,0,1,none
126,No,20151206,625,Burchells Coucal,1,0,1,none
126,No,20151206,625,Yellow-fronted Canary,1,0,1,none
126,No,20151206,625,Black-backed Puffback,1,0,1,none
126,No,20151206,625,Scarlet-chested Sunbird,1,0,1,none
126,No,20151206,625,Red-headed Weaver,1,0,1,nest enlarged; no activity observed
126,No,20151206,625,Golden-breasted Bunting,1,0,1,none
126,No,20151206,836,Green Wood-Hoopoe,0,3,3,none
126,No,20151206,836,Black-headed Oriole,0,2,2,none
126,No,20151206,836,Emerald-spotted Wood Dove,1,1,2,none
126,No,20151206,836,Lesser Striped Swallow,0,1,1,none
126,No,20151206,836,Sombre Greenbul,0,1,1,none
126,No,20151206,836,Yellow-throated Petronia,0,1,1,none
126,No,20151206,836,Red-chested Cuckoo,0,1,1,none
126,No,20151206,836,White-crested Helmetshrike,4,0,4,none
126,No,20151206,836,Dark-capped Bulbul,3,0,3,none
126,No,20151206,836,Woodland Kingfisher,3,0,3,none
126,No,20151206,836,White-bellied Sunbird,2,0,2,none
126,No,20151206,836,Fork-tailed Drongo,2,0,2,none
126,No,20151206,836,Black Cuckooshrike,2,0,2,none
126,No,20151206,836,African Paradise Flycatcher,2,0,2,none
126,No,20151206,836,Village Weaver ,2,0,2,none
126,No,20151206,836,Red-headed Weaver,2,0,2,copulating
126,No,20151206,836,Willow Warbler,1,0,1,none
126,No,20151206,836,Klaass Cuckoo,1,0,1,none
126,No,20151206,836,Green-backed Camaroptera,1,0,1,none
126,No,20151206,836,Black-backed Puffback,1,0,1,none
126,No,20151212,556,Black-headed Oriole,0,2,2,none
126,No,20151212,556,African Paradise Flycatcher,1,1,2,none
126,No,20151212,556,Burchells Coucal,0,1,1,none
126,No,20151212,556,Green-backed Camaroptera,0,1,1,none
126,No,20151212,556,White-crested Helmetshrike,3,0,3,none
126,No,20151212,556,Emerald-spotted Wood Dove,2,0,2,none
126,No,20151212,556,White-bellied Sunbird,2,0,2,visiting nest
126,No,20151212,556,Woodland Kingfisher,2,0,2,none
126,No,20151212,556,Yellow-fronted Canary,2,0,2,none
126,No,20151212,556,Fork-tailed Drongo,2,0,2,none
126,No,20151212,556,Blue Waxbill,2,0,2,none
126,No,20151212,556,Sombre Greenbul,1,0,1,none
126,No,20151212,556,Chinspot Batis,1,0,1,none
126,No,20151212,556,Black Cuckooshrike,1,0,1,none
126,No,20151212,556,Spotted Flycatcher,1,0,1,none
126,No,20151212,556,Red-headed Weaver,1,0,1,visiting nest
126,No,20151212,556,Willow Warbler,1,0,1,none
126,No,20151212,556,Yellow-breasted Apalis,1,0,1,none
126,No,20151212,811,Black-headed Oriole,0,1,1,none
126,No,20151212,811,Sombre Greenbul,0,1,1,none
126,No,20151212,811,Golden-breasted Bunting,0,1,1,none
126,No,20151212,811,Black-backed Puffback,0,1,1,none
126,No,20151212,811,Woodland Kingfisher,0,1,1,none
126,No,20151212,811,White-crested Helmetshrike,3,0,3,feeding nestlings
126,No,20151212,811,White-bellied Sunbird,2,0,2,none
126,No,20151212,811,African Paradise Flycatcher,2,0,2,none
126,No,20151212,811,Emerald-spotted Wood Dove,2,0,2,none
126,No,20151212,811,Fork-tailed Drongo,2,0,2,none
126,No,20151212,811,Black Cuckooshrike,2,0,2,1 fledgling
126,No,20151212,811,Red-headed Weaver,1,0,1,visiting nest
126,No,20151212,811,Dark-capped Bulbul,1,0,1,none
126,No,20151212,811,Scarlet-chested Sunbird,1,0,1,none
125,No,20151023,625,Red-billed Oxpecker,0,2,2,none
125,No,20151023,625,Rattling Cisticola,2,1,3,none
125,No,20151023,625,White-bellied Sunbird,0,1,1,none
125,No,20151023,625,Orange-breasted Bushshrike,0,1,1,none
125,No,20151023,625,Emerald-spotted Wood Dove,0,1,1,none
125,No,20151023,625,Yellow-throated Petronia,0,1,1,none
125,No,20151023,625,Long-billed Crombec,0,1,1,none
125,No,20151023,625,Dark-capped Bulbul,3,0,3,none
125,No,20151023,636,Rattling Cisticola,1,1,2,none
125,No,20151023,636,Emerald-spotted Wood Dove,0,1,1,none
125,No,20151023,636,Cardinal Woodpecker,0,1,1,none
125,No,20151023,636,Orange-breasted Bushshrike,0,1,1,none
125,No,20151023,636,Grey-headed Bushshrike,0,1,1,none
125,No,20151023,636,Burchells Coucal,0,1,1,none
125,No,20151023,636,Spotted Flycatcher,0,1,1,none
125,No,20151023,636,Yellow-throated Petronia,0,1,1,none
125,No,20151023,636,Dark-capped Bulbul,3,0,3,none
125,No,20151023,636,White-bellied Sunbird,2,0,2,none
125,No,20151031,851,Dark-capped Bulbul,1,2,3,none
125,No,20151031,851,Emerald-spotted Wood Dove,0,1,1,none
125,No,20151031,851,Kurrichane Thrush,0,1,1,none
125,No,20151031,851,Eastern Nicator,0,1,1,none
125,No,20151031,851,Eurasian Golden Oriole,0,1,1,none
125,No,20151031,851,Cape Turtle Dove,0,1,1,none
125,No,20151031,851,Rattling Cisticola,1,0,1,none
125,No,20151031,851,Golden-breasted Bunting,1,0,1,none
125,No,20151101,616,Black Cuckooshrike,0,2,2,none
125,No,20151101,616,Emerald-spotted Wood Dove,1,1,2,none
125,No,20151101,616,Bearded Woodpecker,0,1,1,none
125,No,20151101,616,African Paradise Flycatcher,0,1,1,none
125,No,20151101,616,Yellow-breasted Apalis,0,1,1,none
125,No,20151101,616,White-browed Scrub Robin,0,1,1,none
125,No,20151101,616,Sombre Greenbul,0,1,1,none
125,No,20151101,616,Black-crowned Tchagra,0,1,1,none
125,No,20151101,616,African Green Pigeon,0,1,1,none
125,No,20151101,616,Green-backed Camaroptera,0,1,1,none
125,No,20151101,616,Dark-capped Bulbul,2,0,2,none
125,No,20151101,616,Rattling Cisticola,1,0,1,none
125,No,20151101,616,Black-headed Oriole,1,0,1,none
125,No,20151101,616,Blue Waxbill,1,0,1,none
125,No,20151101,748,White-crested Helmetshrike,0,3,3,none
125,No,20151101,748,Chinspot Batis,0,1,1,none
125,No,20151101,748,Black Cuckooshrike,0,1,1,none
125,No,20151101,748,Emerald-spotted Wood Dove,0,1,1,none
125,No,20151101,748,Yellow-fronted Canary,3,0,3,none
125,No,20151101,748,Dark-capped Bulbul,2,0,2,none
125,No,20151101,748,Kurrichane Thrush,1,0,1,none
125,No,20151101,748,Golden-breasted Bunting,1,0,1,none
125,No,20151109,633,White-crested Helmetshrike,0,2,2,none
125,No,20151109,633,White-browed Scrub Robin,0,1,1,none
125,No,20151109,633,Black-crowned Tchagra,0,1,1,none
125,No,20151109,633,Black Cuckooshrike,0,1,1,none
125,No,20151109,633,Golden-breasted Bunting,1,0,1,none
125,No,20151109,633,Emerald-spotted Wood Dove,1,0,1,none
125,No,20151109,633,Cape Glossy Starling,1,0,1,none
125,No,20151109,633,Dark-capped Bulbul,1,0,1,none
125,No,20151109,633,White-bellied Sunbird,1,0,1,none
125,No,20151109,633,Rattling Cisticola,1,0,1,none
125,No,20151109,851,Southern Black Tit,0,2,2,none
125,No,20151109,851,Black Cuckooshrike,0,1,1,none
125,No,20151109,851,Sombre Greenbul,0,1,1,none
125,No,20151109,851,Yellow-fronted Canary,2,0,2,none
125,No,20151109,851,Emerald-spotted Wood Dove,1,0,1,none
125,No,20151109,851,Black-headed Oriole,1,0,1,none
125,No,20151109,851,Dark-capped Bulbul,1,0,1,none
125,No,20151109,851,Lesser Striped Swallow,1,0,1,none
125,No,20151125,613,Rattling Cisticola,1,2,3,none
125,No,20151125,613,Emerald-spotted Wood Dove,1,1,2,none
125,No,20151125,613,Sombre Greenbul,0,1,1,none
125,No,20151125,613,Cape Glossy Starling,2,0,2,none
125,No,20151125,613,Dark-capped Bulbul,2,0,2,none
125,No,20151125,613,White-bellied Sunbird,1,0,1,none
125,No,20151125,911,Yellow-throated Petronia,0,1,1,none
125,No,20151125,911,White-bellied Sunbird,3,0,3,none
125,No,20151125,911,Yellow-fronted Canary,2,0,2,none
125,No,20151125,911,Rattling Cisticola,1,0,1,none
125,No,20151205,632,Black-headed Oriole,0,1,1,none
125,No,20151205,632,Black-backed Puffback,0,1,1,none
125,No,20151205,632,Brown-crowned Tchagra,0,1,1,none
125,No,20151205,632,African Green Pigeon,0,1,1,none
125,No,20151205,632,Red-backed Shrike,3,0,3,none
125,No,20151205,632,Dark-capped Bulbul,2,0,2,none
125,No,20151205,632,Yellow-fronted Canary,2,0,2,none
125,No,20151205,632,Rattling Cisticola,1,0,1,none
125,No,20151205,632,Emerald-spotted Wood Dove,1,0,1,none
125,No,20151205,632,Scarlet-chested Sunbird,1,0,1,none
125,No,20151205,632,Golden-breasted Bunting,1,0,1,none
125,No,20151205,911,Emerald-spotted Wood Dove,0,1,1,none
125,No,20151205,911,Chinspot Batis,0,1,1,none
125,No,20151205,911,Rattling Cisticola,2,0,2,none
125,No,20151205,911,Dark-capped Bulbul,2,0,2,none
125,No,20151205,911,White-bellied Sunbird,1,0,1,none
125,No,20151205,911,Golden-breasted Bunting,1,0,1,none
125,No,20151205,911,Blue Waxbill,1,0,1,none
125,No,20151205,911,Scarlet-chested Sunbird,1,0,1,none
125,No,20151205,911,Brown-crowned Tchagra,1,0,1,none
125,No,20151212,524,Dark-capped Bulbul,1,1,2,none
125,No,20151212,524,Bearded Woodpecker,0,1,1,none
125,No,20151212,524,Brown-crowned Tchagra,0,1,1,none
125,No,20151212,524,Woodland Kingfisher,0,1,1,none
125,No,20151212,524,Black-headed Oriole,0,1,1,none
125,No,20151212,524,Red-backed Shrike,2,0,2,none
125,No,20151212,524,Green Wood-Hoopoe,2,0,2,none
125,No,20151212,524,Yellow-throated Petronia,1,0,1,none
125,No,20151212,524,Willow Warbler,1,0,1,none
125,No,20151212,524,Orange-breasted Bushshrike,1,0,1,none
